track_name,artist(s)_name,released_year,key,bpm,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%
Dance Monkey,Tones and I,2019,F# Minor,98,82,54,59,69,18,10
Lucid Dreams,Juice WRLD,2017,B Minor,84,44,22,48,38,33,24
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2021,G# Major,102,89,77,82,3,17,11
All of Me,John Legend,2013,G# Major,120,42,33,26,92,13,3
Smells Like Teen Spirit - Remastered 2021,Nirvana,1991,C# Major,117,52,73,91,0,11,7
Arcade,Duncan Laurence,2019,A Minor,72,45,27,33,82,14,4
Fair Trade (with Travis Scott),"Drake, Travis Scott",2021,C# Major,168,67,29,47,5,22,26
Bar,"Tini, L-Gante",2021,C# Major,94,52,68,69,13,33,8
The Rumbling (TV Size),SiM,2022,G# Major,145,41,65,88,0,26,5
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2021,C# Major,134,71,14,61,1,23,33
Mr. Brightside,The Killers,2003,C# Major,148,35,24,93,0,10,8
Blessed-Cursed,ENHYPEN,2022,E Minor,127,60,40,89,9,60,6
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",2021,F# Minor,172,74,79,66,11,8,16
Streets,Doja Cat,2019,B Major,90,75,19,46,21,34,8
Shallow,"Lady Gaga, Bradley Cooper",2018,G Major,96,57,30,40,38,26,3
Polaroid Love,ENHYPEN,2022,G Minor,138,74,65,67,46,36,4
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2021,G Major,120,72,67,72,0,13,4
Permission to Dance,BTS,2021,A Major,125,70,65,74,1,34,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",2021,D Major,123,82,80,86,1,30,13
RAPSTAR,Polo G,2021,F# Major,81,79,44,54,41,13,24
'Till I Collapse,"Eminem, Nate Dogg",2002,C# Major,171,55,10,85,7,8,20
Memories,Maroon 5,2019,B Major,91,77,60,32,84,8,5
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",2021,G Minor,84,56,61,76,10,14,11
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2022,F Minor,115,90,74,54,16,13,28
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2021,C Major,125,69,70,89,4,49,3
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2021,F# Minor,122,80,62,69,28,13,7
Miï¿½ï¿½n,"Tini, Maria Becerra",2021,D Major,92,85,92,54,16,29,7
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",2021,F# Minor,90,63,75,75,17,11,8
MAMIII,"Karol G, Becky G",2022,E Minor,94,84,90,70,9,14,8
Still D.R.E.,"Dr. Dre, Snoop Dogg",1999,B Major,93,81,53,78,18,6,24
Stay Alive (Prod. SUGA of BTS),Jung Kook,2022,D Minor,130,51,50,76,30,10,7
Boyfriend,Dove Cameron,2022,G Minor,180,35,23,61,23,19,6
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2022,C Major,134,53,31,31,92,28,3
The Next Episode,"Dr. Dre, Snoop Dogg",1999,D# Minor,95,92,31,89,3,8,25
Light Switch,Charlie Puth,2022,F# Major,184,69,91,63,11,9,31
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",2022,G# Minor,147,47,50,80,10,32,38
Brividi,"Mahmood, Blanco",2022,G Major,123,52,44,60,40,26,3
Lost,Frank Ocean,2012,A# Minor,123,91,49,61,3,17,22
In Da Club,50 Cent,2002,F# Minor,90,90,79,71,26,7,37
she's all i wanna be,Tate McRae,2022,D Minor,160,61,65,64,1,12,4
Ginseng Strip 2002,Yung Lean,2013,C# Major,115,60,37,71,8,48,4
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2019,D# Major,141,37,17,67,2,34,9
Notion,The Rare Occasions,2016,A Major,160,31,30,88,7,8,8
Formula,Labrinth,2019,B Major,145,57,23,66,4,15,4
Mount Everest,Labrinth,2019,C Minor,89,46,43,43,23,8,22
Excuses,"Intense, AP Dhillon, Gurinder Gill",2020,F Minor,95,84,49,72,8,15,8
Cigarettes,Juice WRLD,2021,D Major,160,60,47,62,3,38,4
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",2022,F Minor,174,67,74,75,44,7,30
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",1995,G Major,92,77,76,84,3,38,4
Forgot About Dre,"Eminem, Dr. Dre",1999,G# Major,134,93,61,74,9,17,8
Down Under (feat. Colin Hay),"Luude, Colin Hay",2021,B Minor,172,31,4,86,1,28,17
Mujeriego,Ryan Castro,2021,A Major,80,76,92,62,6,8,13
HUMBLE.,Kendrick Lamar,2017,C# Minor,150,91,42,60,0,9,12
Stan,"Eminem, Dido",1999,F# Minor,80,78,53,74,4,45,21
Contection,"GODZZ__-, Zakaria",2020,A# Minor,166,81,83,75,14,29,34
Swim,Chase Atlantic,2017,G# Major,120,67,8,54,27,8,4
A Tu Merced,Bad Bunny,2020,C Major,92,86,89,79,17,11,6
Numb Little Bug,Em Beihold,2022,G# Minor,85,74,61,52,30,26,9
212,"Mainstreet, Chefin",2022,D Minor,154,79,86,52,66,9,7
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2021,D Minor,92,73,37,74,28,14,6
Bussin,"Nicki Minaj, Lil Baby",2022,B Major,140,89,75,70,6,13,5
Worst Day,Future,2022,C# Major,89,65,60,60,11,10,40
Malvada,Zï¿½ï¿½ Fe,2022,F Minor,135,89,89,86,16,8,5
Hrs and Hrs,Muni Long,2021,G# Minor,140,51,66,53,60,11,18
Alien Blues,Vundabar,2015,D# Major,82,47,44,76,8,9,3
Thinking Out Loud,Ed Sheeran,2014,D Major,79,78,58,45,47,18,3
Still Don't Know My Name,Labrinth,2019,F Major,88,31,31,63,47,21,12
Christmas Tree,V,2021,F Major,139,44,18,38,70,12,4
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2022,C Minor,124,73,68,83,55,90,7
When I R.I.P.,Labrinth,2019,G# Minor,80,39,45,55,73,9,21
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2022,C# Minor,120,84,54,51,47,12,40
Forever,Labrinth,2019,E Minor,80,56,19,46,92,11,3
Gospel (with Eminem),"Eminem, Dr. Dre",2022,C# Major,117,92,62,86,11,24,24
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2019,A Minor,117,76,77,52,4,8,3
NEW MAGIC WAND,"Tyler, The Creator",2019,F Minor,140,62,46,73,10,67,11
Adore You,Harry Styles,2019,G# Major,99,68,57,77,2,10,5
La Santa,"Daddy Yankee, Bad Bunny",2020,C# Major,93,74,59,87,3,8,5
Something In The Way - Remastered 2021,Nirvana,1991,G# Major,106,44,8,20,74,11,3
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2022,G Major,124,81,68,63,17,10,22
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2022,G# Major,95,76,96,70,18,33,4
Una Noche en Medellï¿½,Cris Mj,2022,A# Minor,96,87,82,53,10,5,8
Envolver,Anitta,2021,E Minor,92,81,40,73,15,9,8
Starlight,Dave,2022,G Major,124,95,36,37,35,10,28
Hati-Hati di Jalan,Tulus,2022,F# Major,72,64,76,44,70,12,4
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,2022,C Minor,71,28,26,20,19,30,3
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2022,A Minor,135,78,55,57,4,10,8
Yo Voy (feat. Daddy Yankee),Zion & Lennox,2004,A# Major,95,81,56,70,4,5,24
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2022,C# Minor,71,59,70,74,56,11,40
Jordan,Ryan Castro,2021,A# Minor,180,80,71,68,6,10,37
Nail Tech,Jack Harlow,2022,E Minor,150,65,11,58,0,12,9
Chale,Eden Muï¿½ï,2022,G# Major,189,55,86,44,40,7,4
DARARI,Treasure,2022,C Major,85,72,55,64,49,7,4
Ya No Somos Ni Seremos,Christian Nodal,2022,G Major,140,59,73,45,44,34,3
Thinking with My Dick,"Kevin Gates, Juicy J",2013,C Major,81,77,68,70,6,17,20
Freaky Deaky,"Tyga, Doja Cat",2022,D Minor,104,80,24,65,2,9,4
this is what falling in love feels like,JVKE,2021,B Major,129,42,33,44,62,8,6
La Zona,Bad Bunny,2020,C# Minor,94,76,81,80,20,25,4
Bohemian Rhapsody - Remastered 2011,Queen,1975,C Minor,71,41,23,40,27,30,5
Hope,XXXTENTACION,2018,A Minor,146,59,23,46,66,15,6
Levitating,Dua Lipa,2020,F# Minor,103,69,90,88,5,29,8
Wake Me Up - Radio Edit,Avicii,2013,D Major,124,53,66,78,0,16,5
"jealousy, jealousy",Olivia Rodrigo,2021,A# Minor,164,70,71,58,24,7,13
Monï¿½ï¿½y so,YEAT,2021,D Major,138,69,35,57,12,10,9
Demasiadas Mujeres,C. Tangana,2020,A Minor,126,67,37,46,13,10,39
Something Just Like This,"The Chainsmokers, Coldplay",2017,B Minor,103,61,47,65,3,17,4
Closer,"The Chainsmokers, Halsey",2016,G# Major,95,75,64,52,41,11,3
O.O,NMIXX,2022,B Minor,200,39,28,77,4,6,29
Somebody That I Used To Know,"Gotye, Kimbra",2011,C Major,129,86,75,52,54,10,4
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2019,F# Minor,98,68,33,43,38,36,14
First Class,Jack Harlow,2022,G# Major,107,91,32,56,3,11,10
Plan A,Paulo Londra,2022,C Major,174,58,56,83,5,7,4
Fuera del mercado,Danny Ocean,2022,G# Major,92,45,27,67,32,13,14
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2022,G Major,90,81,59,83,9,11,5
When You're Gone,Shawn Mendes,2022,F Major,147,60,58,69,2,58,4
In My Head,Lil Tjay,2022,C# Major,143,68,41,55,16,10,12
Wait a Minute!,Willow,2015,D# Minor,101,76,63,71,3,10,3
LOVE DIVE,IVE,2022,C# Minor,118,70,54,71,0,33,4
Pantysito,"Feid, Alejo, Robi",2022,G Minor,98,83,63,74,14,16,6
Chance,Paulo Londra,2022,C# Minor,138,72,22,46,24,9,6
Cool for the Summer,Demi Lovato,2015,F Minor,114,59,30,62,1,8,4
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2022,G Minor,180,63,45,64,34,9,8
Angel Baby,Troye Sivan,2021,B Major,145,56,41,57,1,13,3
Vampiro,"Matuï¿½ï¿½, Wiu, ",2022,G# Minor,115,78,63,64,1,7,4
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",2022,A# Major,82,79,48,84,13,21,23
Right On,Lil Baby,2022,D Major,166,70,22,61,2,10,34
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",2022,C Major,92,86,91,79,29,60,16
That's Hilarious,Charlie Puth,2022,F# Major,108,71,55,44,74,11,6
Soy El Unico,Yahritza Y Su Esencia,2022,E Minor,84,71,63,45,45,11,3
RUMBATï¿½,Daddy Yankee,2022,D# Minor,95,69,90,91,6,35,4
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",2022,D# Minor,135,93,77,45,25,13,27
Falling,Harry Styles,2019,E Major,110,57,6,27,84,9,3
Sigue,"Ed Sheeran, J Balvin",1996,G Major,88,89,59,64,5,19,7
Fim de Semana no Rio,teto,2022,C# Minor,119,87,28,50,12,10,10
MANIAC,Stray Kids,2022,C# Major,120,58,71,80,15,7,41
There's Nothing Holdin' Me Back,Shawn Mendes,2016,D Major,122,86,97,80,36,9,6
IDGAF (with blackbear),"Blackbear, BoyWithUke",2022,F Major,98,78,83,75,41,27,8
Golden,Harry Styles,2019,E Minor,140,45,25,84,21,13,6
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",2013,F# Minor,116,79,87,81,4,10,4
Ain't Shit,Doja Cat,2021,D# Major,124,86,62,49,51,35,21
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",2022,A Minor,105,91,73,72,13,9,15
Still Life,BIGBANG,2022,G# Major,118,68,24,58,44,6,3
Photograph,Ed Sheeran,2014,E Major,108,61,20,38,61,10,5
Love Yourself,Justin Bieber,2015,E Major,100,61,53,38,84,28,44
N95,Kendrick Lamar,2022,D# Minor,140,81,39,66,38,12,14
About Damn Time,Lizzo,2022,A# Minor,109,84,72,74,10,34,7
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",2022,C# Minor,101,78,40,74,36,17,27
Despuï¿½ï¿½s de la P,Bad Bunny,2022,F Major,78,56,61,90,36,18,31
Un Ratito,Bad Bunny,2022,C Minor,93,79,22,55,31,12,5
United In Grief,Kendrick Lamar,2022,G# Major,87,52,32,83,24,17,43
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2022,A# Minor,153,55,50,78,19,11,35
Yo No Soy Celoso,Bad Bunny,2022,C Major,142,87,93,59,28,17,5
Rich Spirit,Kendrick Lamar,2022,A# Minor,96,85,41,43,39,12,21
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2022,C Major,125,50,39,78,4,11,33
Me Fui de Vacaciones,Bad Bunny,2022,A# Major,85,71,43,65,23,9,5
Silent Hill,"Kendrick Lamar, Kodak Black",2022,C# Minor,140,92,78,57,46,14,9
La Corriente,"Tony Dize, Bad Bunny",2022,B Minor,196,66,58,79,23,22,20
Count Me Out,Kendrick Lamar,2022,G Major,134,78,51,43,69,14,9
Andrea,"Buscabulla, Bad Bunny",2022,C# Minor,103,80,45,62,76,10,38
Dos Mil 16,Bad Bunny,2022,C# Major,130,82,50,67,12,13,5
We Cry Together,"Kendrick Lamar, Taylour Paige",2022,B Major,108,65,52,69,31,8,36
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",2022,G# Major,123,61,66,71,53,32,46
Un Coco,Bad Bunny,2022,B Major,152,84,74,69,21,18,6
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2022,D Major,108,78,55,60,59,7,4
Worldwide Steppers,Kendrick Lamar,2022,A# Minor,72,56,56,47,76,8,36
Aguacero,Bad Bunny,2022,F# Minor,121,86,67,65,42,35,7
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",2022,D# Minor,138,57,71,82,19,15,29
Un Verano Sin Ti,Bad Bunny,2022,F Minor,188,50,41,50,69,12,6
ULTRA SOLO,"Polima WestCoast, Pailita",2022,C# Major,110,80,26,85,23,11,21
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,2022,G# Major,105,81,77,79,19,47,8
El Apagï¿½,Bad Bunny,2022,G# Major,118,63,60,70,5,9,31
Callaita,"Bad Bunny, Tainy",2019,D Major,176,61,24,62,60,24,31
Dua Lipa,Jack Harlow,2022,B Major,158,83,41,65,0,11,8
Agosto,Bad Bunny,2022,C# Minor,115,85,72,58,9,49,12
House Of Memories,Panic! At The Disco,2016,B Minor,110,51,48,82,0,5,3
Mr. Morale,"Kendrick Lamar, Tanna Leone",2022,A Major,174,73,26,54,30,34,32
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2022,E Major,130,91,91,96,3,3,9
In The Stars,Benson Boone,2022,A# Major,78,36,30,54,34,14,5
Rich - Interlude,Kendrick Lamar,2022,G Major,104,44,74,42,88,9,9
SUPERMODEL,Mï¿½ï¿½ne,2022,G Major,121,64,80,88,0,12,6
Stefania (Kalush Orchestra),KALUSH,2022,D Major,105,83,32,82,14,12,4
Thousand Miles,The Kid Laroi,2022,G Major,81,38,20,66,9,9,8
Crown,Kendrick Lamar,2022,C# Minor,170,37,14,24,80,11,4
Auntie Diaries,Kendrick Lamar,2022,G Major,78,43,60,38,76,48,38
PUFFIN ON ZOOTIEZ,Future,2022,G# Major,125,88,28,66,6,13,31
Mirror,Kendrick Lamar,2022,E Minor,92,66,29,65,23,8,7
Beautiful Girl,Luciano,2022,B Minor,140,84,61,42,31,9,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2022,C Major,96,61,32,90,25,10,9
Savior - Interlude,Kendrick Lamar,2022,F Minor,118,66,83,43,84,19,19
Pasoori,"Shae Gill, Ali Sethi",2022,B Minor,92,71,67,60,7,6,4
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2022,G# Minor,140,49,50,37,87,11,35
TUS Lï¿½ï¿½GR,"Sech, Mora",2022,C# Major,174,68,45,71,18,11,25
Where Did You Go?,"MNEK, Jax Jones",2022,A# Major,127,77,53,78,19,29,4
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2022,B Major,96,71,37,52,62,11,36
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2022,G# Minor,150,82,82,66,13,11,6
ZOOM,Jessi,2022,F# Major,100,87,46,60,1,13,16
SloMo,Chanel,2021,C# Minor,105,73,59,81,13,9,6
FEARLESS,LE SSERAFIM,2022,G Major,104,86,43,62,5,13,14
10 Things I Hate About You,Leah Kate,2022,G# Major,154,54,45,79,1,17,5
SPACE MAN,Sam Ryder,2022,B Major,80,47,33,83,18,10,5
With you,"HA SUNG WOON, Jimin",2022,D# Major,150,53,14,43,64,13,3
Iris,The Goo Goo Dolls,1998,B Minor,156,32,49,72,0,9,4
The Heart Part 5,Kendrick Lamar,2022,G# Minor,98,76,79,81,18,6,34
San Lucas,Kevin Kaarl,2019,G Major,92,58,27,36,86,9,3
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2022,E Major,144,47,7,50,32,7,4
Good Looking,Suki Waterhouse,2017,E Major,150,37,27,56,8,13,3
Flowers,Lauren Spencer Smith,2021,D# Major,138,70,31,44,84,9,39
Yet To Come,BTS,2022,C# Major,172,56,68,89,4,33,19
Run BTS,BTS,2022,G# Major,77,72,70,82,2,4,17
Music For a Sushi Restaurant,Harry Styles,2022,B Major,107,72,36,72,26,11,4
Matilda,Harry Styles,2022,D Major,114,51,39,29,90,10,4
For Youth,BTS,2022,D Major,117,63,29,51,43,25,4
Daylight,Harry Styles,2022,C Major,146,69,63,45,48,18,4
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022,G# Minor,160,80,74,60,8,14,26
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",2022,G Major,120,88,15,56,1,8,6
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",2022,B Minor,100,82,76,70,16,8,5
Born Singer,BTS,2022,G# Minor,158,60,68,84,4,24,11
Little Freak,Harry Styles,2022,D# Major,142,56,40,54,72,10,4
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",2022,A Minor,170,80,77,85,11,17,14
True Love,"Kanye West, XXXTENTACION",2022,F Minor,84,71,39,86,2,51,25
Satellite,Harry Styles,2022,C Major,139,58,30,46,14,9,3
Pass The Dutchie,Musical Youth,1982,G Major,151,73,88,67,20,32,5
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2022,C# Minor,128,82,42,75,6,63,6
Love Of My Life,Harry Styles,2022,G Major,118,56,20,54,67,6,5
Grapejuice,Harry Styles,2022,F Major,183,65,88,72,36,20,3
So Good,Halsey,2022,D# Minor,83,63,29,62,4,18,4
Belly Dancer,"BYOR, Imanbek",2022,C# Major,122,85,42,80,6,17,14
Keep Driving,Harry Styles,2022,A Major,165,72,90,48,32,18,23
Cinema,Harry Styles,2022,A Minor,106,83,90,64,35,9,4
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2022,B Major,77,81,68,58,83,11,34
Only Love Can Hurt Like This,Paloma Faith,2014,G# Major,91,57,30,89,10,33,8
Hold My Hand,Lady Gaga,2022,G Major,148,51,21,63,5,41,3
Daydreaming,Harry Styles,2022,E Minor,114,71,90,81,31,13,3
Numb,"Marshmello, Khalid",2022,C Minor,120,91,63,77,12,10,5
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2022,F# Major,92,83,56,82,10,9,5
Me and Your Mama,Childish Gambino,2016,F Major,118,56,25,45,1,7,3
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",2022,E Minor,123,60,46,71,3,16,4
SLOW DANCING IN THE DARK,Joji,2018,D# Major,89,52,28,48,54,19,3
Antes de Perderte,Duki,2022,F Minor,110,81,61,93,49,12,11
Boyfriends,Harry Styles,2022,C Major,118,42,32,20,94,11,4
295,Sidhu Moose Wala,2021,B Minor,90,68,54,76,21,11,20
Tak Ingin Usai,Keisya Levronka,2022,C Major,130,49,14,40,82,11,3
En El Radio Un Cochinero,Victor Cibrian,2022,F# Minor,154,70,97,62,47,10,4
Master of Puppets (Remastered),Metallica,1986,E Minor,105,54,59,83,0,20,4
BREAK MY SOUL,Beyoncï¿,2022,C# Minor,115,70,87,88,4,26,8
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",2022,C# Major,110,91,59,82,8,6,8
Massive,Drake,2022,E Minor,125,51,5,68,12,15,6
Betty (Get Money),Yung Gravy,2022,C# Major,102,73,62,75,0,34,8
Ojos Marrones,Lasso,2022,G# Minor,120,81,72,65,4,14,4
POP!,Nayeon,2022,D Major,97,80,36,86,4,3,5
Layla,"Schï¿½ï¿½rze, DJ R",2022,F Minor,140,44,41,92,0,44,7
MORE,j-hope,2022,D Major,97,78,31,72,1,11,4
Sweet Child O' Mine,Guns N' Roses,1987,F# Major,125,45,67,90,9,10,5
Last Last,Burna Boy,2022,D# Minor,88,80,55,56,13,8,9
SNAP,Rosa Linn,2022,C Major,170,56,52,64,11,45,7
Sticky,Drake,2022,A# Minor,137,88,8,49,9,9,14
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",2022,A Major,157,88,52,69,0,8,23
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",2022,F# Major,130,95,83,57,54,10,25
La Loto,"Anitta, Tini, Becky G",2022,C# Major,90,85,80,83,10,8,11
die first,Nessa Barrett,2022,G# Minor,183,44,44,67,7,12,13
Afraid To Feel,LF System,2022,C# Major,128,58,68,91,2,27,11
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",2022,D# Minor,130,71,78,40,46,7,45
cï¿½ï¿½mo dormi,Rels B,2022,C# Major,126,63,56,43,24,12,23
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",2022,C Major,120,77,94,87,2,23,12
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",2022,E Minor,130,72,18,46,7,28,8
Caile,Luar La L,2020,C Major,122,70,46,76,30,9,45
Si Te La Encuentras Por Ahï¿,Feid,2022,G# Minor,172,74,46,58,15,13,8
GIVENCHY,Duki,2022,G# Major,103,61,38,62,14,23,40
ALIEN SUPERSTAR,Beyoncï¿,2022,A# Minor,122,55,46,64,0,17,10
Mary On A Cross,Ghost,2019,B Major,130,47,56,90,0,10,4
Attention,NewJeans,2022,A# Minor,105,81,70,65,24,8,4
THE SHADE,Rex Orange County,2022,F Major,120,90,73,51,39,9,6
"Come Back Home - From ""Purple Hearts""",Sofia Carson,2022,G Major,145,56,43,53,24,12,4
El Rescate,"Grupo Marca Registrada, Junior H",2022,G Minor,99,79,64,59,28,11,14
Heartless,Kanye West,2008,A# Minor,88,79,66,65,5,25,14
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",2022,A Major,126,81,90,73,28,29,4
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2022,C Major,136,77,71,75,33,13,4
JGL,"Luis R Conriquez, La Adictiva",2022,G# Major,113,70,97,59,55,27,12
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",2022,B Major,132,82,49,88,20,21,3
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",2022,G# Major,135,77,74,74,47,34,8
Hold Me Closer,"Elton John, Britney Spears",2017,C Major,126,67,49,77,11,19,11
Forget Me,Lewis Capaldi,2022,C# Minor,102,67,72,74,30,36,4
After LIKE,IVE,2022,C Major,125,68,80,92,10,9,12
Bound 2,Kanye West,2013,C# Major,149,37,28,66,14,9,5
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2022,C Major,137,74,71,89,24,15,5
Talk that Talk,TWICE,2022,D# Minor,120,77,78,91,14,33,12
BILLIE EILISH.,Armani White,2022,C# Major,100,90,75,50,11,9,26
Ferxxo 100,Feid,2022,G# Minor,164,70,58,57,25,15,7
KU LO SA - A COLORS SHOW,Oxlade,2022,A# Minor,93,65,79,66,31,22,7
Prohibidox,Feid,2022,C# Minor,180,65,52,80,5,6,25
Static,Steve Lacy,2022,C# Major,79,34,22,31,43,10,7
The Scientist,Coldplay,2002,F Major,146,56,21,44,73,11,2
Sparks,Coldplay,2000,C# Major,103,37,17,27,75,10,3
Talk,YEAT,2022,E Minor,140,70,26,76,8,54,23
XQ Te Pones Asï¿,"Yandel, Feid",2022,A# Major,92,81,48,70,13,15,7
Selfish,PnB Rock,2016,C# Minor,102,64,4,60,11,19,4
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2022,B Minor,118,82,75,85,33,11,4
Lady Mi Amor,Feid,2022,D Major,93,78,75,62,6,15,6
Poland,Lil Yachty,2022,F Minor,150,70,26,56,14,11,5
THE LONELIEST,Mï¿½ï¿½ne,2022,D Major,130,52,24,60,0,8,3
Bye Bye,"Marshmello, Juice WRLD",2022,D# Minor,83,65,24,53,6,51,4
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",2022,A Major,102,84,43,75,5,6,8
Nxde,(G)I-DLE,2022,E Minor,136,73,65,91,4,48,18
Miss You,Southstar,1982,A Major,145,66,24,58,17,19,5
we fell in love in october,girl in red,2018,G Major,130,57,24,37,11,16,3
2 Be Loved (Am I Ready),Lizzo,2022,G Major,156,72,92,77,9,8,11
Celestial,Ed Sheeran,2022,D Major,123,57,50,85,5,16,4
Typa Girl,BLACKPINK,2022,G Major,132,92,53,62,7,63,10
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2020,D# Minor,125,49,13,74,0,9,4
California Breeze,Lil Baby,2022,F Minor,162,74,22,67,0,11,46
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",2022,A# Major,138,80,82,81,14,13,36
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",2022,A# Minor,161,59,62,60,12,5,44
Major Distribution,"Drake, 21 Savage",2022,G# Minor,131,91,23,55,1,7,32
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",2022,E Minor,122,75,45,63,6,35,12
Vigilante Shit,Taylor Swift,2022,E Minor,80,80,16,28,17,12,39
Question...?,Taylor Swift,2022,G Major,109,75,11,50,20,30,17
On BS,"Drake, 21 Savage",2022,A Major,158,84,33,36,2,39,59
Mastermind,Taylor Swift,2022,E Major,126,66,12,35,55,9,14
Circo Loco,"Drake, 21 Savage",2022,C# Major,104,73,25,61,1,32,7
Labyrinth,Taylor Swift,2022,C Major,110,48,15,31,80,12,4
Spin Bout U,"Drake, 21 Savage",2022,G Major,130,77,20,70,1,16,5
